names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country
The Art of Racing in the Rain,09/26/2019 ,82.0,"Drama, Romance, Comedy","A family dog - with a near-human soul and a philosopher's mind - evaluates his life through the lessons learned by his human owner, a race-car driver.","Milo Ventimiglia, Denny Swift, Kevin Costner, Enzo (voice), Amanda Seyfried, Avery ""Eve"" Swift, Martin Donovan, Maxwell, Ian Lake, Mike, Gary Cole, Don Kitch, Kathy Baker, Trish, McKinley Belcher III, Mark Finn, Ryan Kiera Armstrong, Young Zoe Swift",The Art of Racing in the Rain, Released, English,18000000.0,33773963.0,AU
Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion,02/15/2019 ,78.0,"Action, Adventure, Comedy, Fantasy, Romance, Animation","In the city of Orario, beneath an impossibly tall tower, lies the dungeon. Only adventurers who form partnerships with the gods themselves have any hope of defeating the monsters that lie within. But the dungeon is not the only place where monsters exist. Far from Orario, in the ruins of an ancient city, a new threat arises. To counter this threat, the goddess Artemis has come to Orario in search of a champion—but it’s not Ais Wallenstein (the legendary Sword Princess) nor Ottar (the strongest warrior to ever enter the dungeon) that she chooses. Rather it is Bell Cranel, a newbie adventurer partnered with a low-tier goddess.","Yoshitsugu Matsuoka, Bell Cranel (voice), Inori Minase, Hestia (voice), Maaya Sakamoto, Artemis (voice), Saori Onishi, Wallenstein Ais (voice), Maaya Uchida, Arde Liliruca (voice), Saori Hayami, Lion Ryu (voice), Ai Kayano, Asfi Al Andromeda (voice), Yoshimasa Hosoya, Crozzo Welf (voice), Soma Saito, Hermes (voice)", 劇場版 ダンジョンに出会いを求めるのは間違っているだろうか -オリオンの矢-, Released, Japanese,163860000.0,679859142.6,JP
Rape Zombie: Lust of the Dead 4,08/02/2014 ,68.0,Horror,"In a devastated, post-apocalyptic world, all men have turned into rape demons. The only hope for the future is to travel to the past and prevent the outbreak, the source of which still remains a mystery.","Meguri, Nozomi, Yui Aikawa, Anne, Asami, Kanae, Mikoto, Akira, Yûya Takayama, Flesh Goto, Takeshi Nakazawa, Noboru, An Koshi, Saori, Aya Kisaki, Ayaka, Miho Wakabayashi, Dr. Ruriko", レイプゾンビ4 LUST OF THE DEAD クローン巫女大戦, Released, Japanese,84800000.0,293483805.2,JP
Ravenous,10/20/2017 ,59.0,"Horror, Drama, Science Fiction","In an isolated rural community of Quebec, Canada, some inhabitants attack other people, hungry for human flesh. A few survivors gather and go deep into the forest to escape them.","Marc-André Grondin, Bonin, Monia Chokri, Tania, Charlotte St-Martin, Zoé, Micheline Lanctôt, Pauline, Marie-Ginette Guay, Thérèse, Brigitte Poupart, Céline, Édouard Tremblay-Grenier, Ti-Cul, Luc Proulx, Réal, Didier Lucien, Vézina", Les affamés, Released, French,12000000.0,2062406.0,CA
42,05/01/2013 ,71.0,Drama,"The powerful story of Jackie Robinson, the legendary baseball player who broke Major League Baseball’s color barrier when he joined the roster of the Brooklyn Dodgers. The film follows the innovative Dodgers’ general manager Branch Rickey, the MLB executive who first signed Robinson to the minors and then helped to bring him up to the show.","Chadwick Boseman, Jackie Robinson, Harrison Ford, Branch Rickey, Nicole Beharie, Rachel Robinson, Christopher Meloni, Leo Durocher, Ryan Merriman, Dixie Walker, Lucas Black, Pee Wee Reese, André Holland, Wendell Smith, Alan Tudyk, Ben Chapman, Hamish Linklater, Ralph Branca",42, Released, English,31000000.0,97470701.0,AU
A Few Good Men,12/17/1992 ,75.0,Drama,"When cocky military lawyer Lt. Daniel Kaffee and his co-counsel, Lt. Cmdr. JoAnne Galloway, are assigned to a murder case, they uncover a hazing ritual that could implicate high-ranking officials such as shady Col. Nathan Jessep.","Tom Cruise, Lt. Daniel Kaffee, Jack Nicholson, Col. Nathan R. Jessep, Demi Moore, Lt. Cdr. JoAnne Galloway, Kevin Bacon, Capt. Jack Ross, Kiefer Sutherland, Lt. Jonathan Kendrick, Kevin Pollak, Lt. Sam Weinberg, James Marshall, Pfc. Louden Downey, J.T. Walsh, Lt. Col. Matthew A. Markinson, Christopher Guest, Dr. Stone",A Few Good Men, Released, English,33000000.0,236500000.0,AU
Friday the 13th Part 2,05/01/1981 ,61.0,"Horror, Thriller","Five years after the horrible bloodbath at Camp Crystal Lake, a new group of counselors roam the area, not sensing an ominous lurking presence that proves the grisly legend is real.","Amy Steel, Ginny Field, John Furey, Paul Holt, Adrienne King, Alice Hardy, Kirsten Baker, Terry, Stuart Charno, Ted, Warrington Gillette, Jason, Walt Gorney, Crazy Ralph, Marta Kober, Sandra, Tom McBride, Mark",Friday the 13th Part 2, Released, English,1250000.0,21722776.0,US
Lawless,09/03/2012 ,70.0,"Crime, Drama, Western","In 1931, the Bondurant brothers of Franklin County, Virginia, run a multipurpose backwoods establishment that hides their true business — bootlegging. Middle brother Forrest is the brain of the operation; older Howard is the brawn, and younger Jack, the lookout. Though the local police have taken bribes and left the brothers alone, a violent war erupts when a sadistic lawman from Chicago arrives and tries to shut down the Bondurants operation.","Shia LaBeouf, Jack Bondurant, Tom Hardy, Forrest Bondurant, Gary Oldman, Floyd Banner, Guy Pearce, Charlie Rakes, Jason Clarke, Howard Bondurant, Jessica Chastain, Maggie Beauford, Mia Wasikowska, Bertha Minnix, Dane DeHaan, Cricket Pate, Chris McGarry, Danny",Lawless, Released, English,26000000.0,54393687.0,AU
Barbie & Chelsea: The Lost Birthday,03/27/2021 ,71.0,Animation,"Enjoy high-sea thrills as Barbie, Chelsea and the rest of the Roberts family set sail on an adventure cruise.  ""Barbie & Chelsea The Lost Birthday"" tells the story of Chelsea, Barbie’s precocious youngest sister, and the rest of the Roberts family as they set sail on an adventure cruise for her seventh birthday. When they cross the International Date Line, Chelsea discovers her actual birthday has been lost and she embarks on a fantastical journey through an enchanted jungle island in order to save it.","America Young, Barbie/Darbie, Laila Berzins, Arlene/Parrot/Seagull, Nakia Burrise, Captain, Greg Chun, George/Dad Elephant/Plant Guy/Alligator, Jacob Craner, Porter/Giant Flower/Ice Cream Guy/Pool Goer/Vampire, Kirsten Day, Skipper/Snipper, Lisa Fuson, Margaret/Mom Elephant, Cassandra Lee Morris, Stacie/Lacie, Cassidy Naber, Chelsea/Kelsie",Barbie & Chelsea: The Lost Birthday, Released, English,111000000.0,602209262.4,AU
The Raid 2,03/28/2014 ,76.0,"Action, Crime, Thriller","After fighting his way through an apartment building populated by an army of dangerous criminals and escaping with his life, SWAT team member Rama goes undercover, joining a powerful Indonesian crime syndicate to protect his family and uncover corrupt members of his own force.","Iko Uwais, Rama, Arifin Putra, Ucok, Tio Pakusadewo, Bangun, Oka Antara, Eka, Alex Abbad, Bejo, Cecep Arif Rahman, The Assassin, Julie Estelle, Alicia ""Hammer Girl"", Very Tri Yulisman, Baseball Bat Man, Ryuhei Matsuda, Keiichi", The Raid 2: Berandal, Released, Indonesian,4500000.0,6566916.0,AU
Y Tu Mamá También,06/08/2001 ,74.0,"Drama, Romance","In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.","Gael García Bernal, Julio Zapata, Diego Luna, Tenoch Iturbide, Maribel Verdú, Luisa Cortés, Daniel Giménez Cacho, Narrator (voice), Diana Bracho, Silvia Allende de Iturbide, Verónica Langer, María Eugenia Calles de Huerta, María Aura, Cecilia Huerta, Emilio Echevarría, Miguel Iturbide, Marta Aura, Enriqueta 'Queta' Allende", Y tu mamá también, Released," Spanish, Castilian",5000000.0,33649881.0,MX
Tokyo Ghoul,07/29/2017 ,70.0,"Action, Drama, Thriller","A Tokyo college student is attacked by a ghoul, a super-powered human who feeds on human flesh. He survives, but has become part ghoul and becomes a fugitive on the run.","Masataka Kubota, Ken Kaneki, Fumika Shimizu, Toka Kirishima, Nobuyuki Suzuki, Kotaro Amon, Yo Oizumi, Kureo Mado, Yu Aoi, Rize Kamishiro, Hiyori Sakurada, Hinami Fueguchi, Kunio Murai, Kuzen Yoshimura, Kai Ogasawara, Hideyoshi Nagachika, Shunya Shiraishi, Nishiki Nishio", 東京喰種 トーキョーグール, Released, Japanese,146500000.0,510346617.0,JP
Father There Is Only One 2,07/29/2020 ,75.0,"Comedy, Family",The success of the Conchy virtual assistant (which was developed by Javier) has earned him a favorable spot in the parents chat room - until something unexpected ruins it all.,"Santiago Segura, Javier García, Toni Acosta, Marisa Loyola, Martina D’Antiochia, Sara García, Calma Segura, Carlota García, Luna Fulgencio, Rocío García, Carlos G. Morollón, Dani García, Sirena Segura, Paula García, Loles León, Milagros, Leo Harlem, Paco García", Padre no hay más que uno 2: la llegada de la suegra, Released," Spanish, Castilian",4000000.0,14871307.0,ES
Porno,07/27/2013 ,57.0,Drama,"An assassin, a porn dubber and a transgender. Three souls. One explicit illusion. To ﬁnd the ultimate joy in their empty lives.  A safe haven, where passion and love mean humanity, ecstasy means enlightenment; and the soul is the ultimate arbiter of the truth.","Angel Aquino, Alessandra, Carlo Aquino, Aleks, Rosanna Roces, , Yul Servo, , Ricky Davao, , Allan Paule, , Anita Linda, , Bembol Roco, , Janvier Daily, ",Porno, Released, Tagalog,156600000.0,568184516.6,PH
The Last Survivors,06/12/2014 ,63.0,"Horror, Thriller, Action","In the near future, society collapses and water becomes scarce. When a greedy water baron starts violently clearing out survivors, Kendal, a 17-year-old teenager, fights the baron's henchman to keep a well open.","Haley Lu Richardson, Kendal, Booboo Stewart, Dean, Max Charles, Alby, Nicole Fox, Brooke, Michael Welch, Gabriel, Jon Gries, Carson, Michael Massee, Walker, Rena Owen, Claire, Barbara Crampton, Grace", The Well, Released, English,113600000.0,368025654.4,US
Johnny English Reborn,10/07/2011 ,62.0,"Crime, Adventure, Action, Comedy, Thriller","The most prominent heads of state in the world begin gathering for a conference that could have a major impact on global politics. When MI-7 receives word that the Chinese premier has become the target of some high-powered killers, it falls on Johnny English to save the day. Armed with the latest high-tech weaponry and gadgets that would make even James Bond jealous, the once-disgraced agent uncovers evidence of a massive conspiracy involving some of the world's most powerful organisations, and vows to redeem his tarnished reputation by stopping the killers before they can strike.","Rowan Atkinson, Johnny English, Gillian Anderson, Pamela Thornton (""Pegasus""), Dominic West, Simon Ambrose, Rosamund Pike, Kate Sumner, Daniel Kaluuya, Agent Colin Tucker, Tim McInnerny, Patch Quartermain, Pik-Sen Lim, Killer Cleaner, Richard Schiff, Titus Fisher, Burn Gorman, Slater",Johnny English Reborn, Released, English,45000000.0,164640401.0,AU
Hollow Man,08/24/2000 ,59.0,"Action, Science Fiction, Thriller","Cocky researcher Sebastian Caine is working on a project to make living creatures invisible. Determined to achieve the ultimate breakthrough, Caine pushes his team to move to the next phase — using himself as the subject. The test is a success, but when the process can't be reversed and Caine seems doomed to future without flesh, he starts to turn increasingly dangerous.","Kevin Bacon, Sebastian Caine / Hollow Man, Elisabeth Shue, Linda McKay, Josh Brolin, Matthew Kensington, Kim Dickens, Sarah Kennedy, Greg Grunberg, Carter Abbey, Joey Slotnick, Frank Chase, Mary Randle, Janice Walton, William Devane, Dr. Howard Kramer, Rhona Mitra, Sebastian's Neighbor",Hollow Man, Released, English,90000000.0,191200000.0,AU
Allegiant,04/14/2016 ,61.0,"Adventure, Science Fiction, Action, Mystery",Beatrice Prior and Tobias Eaton venture into the world outside of the fence and are taken into protective custody by a mysterious agency known as the Bureau of Genetic Welfare.,"Shailene Woodley, Beatrice ""Tris"" Prior, Theo James, Tobias ""Four"" Eaton, Miles Teller, Peter Hayes, Zoë Kravitz, Christina, Naomi Watts, Evelyn Johnson-Eaton, Jeff Daniels, David, Ansel Elgort, Caleb Prior, Octavia Spencer, Johanna Reyes, Keiynan Lonsdale, Uriah Pedrad",Allegiant, Released, English,110000000.0,179246868.0,AU
Covet: Island of Desire,05/04/2017 ,42.0,Romance,"People who are on a fishing boat in a secluded countryside wake up to a deep desire in their heart.  Money, sex, power ... In the uninhabited desert of endless desire, it turns out that somebody is found as a body and another person is on the island.  Can they escape safely from the island of desire?","Kim Hwa-yeon, , Park Cho-hyeon, , Han Jae Bum, , Lee Min Shik, , Yu Naang, ", 탐하다: 욕망의 섬, Released, Korean,123300000.0,181053832.0,KR
Outcast,02/27/2015 ,51.0,Action,"A mysterious warrior teams up with the daughter and son of a deposed Chinese Emperor to defeat their cruel brother, who seeks their deaths.","Nicolas Cage, Gallain, Hayden Christensen, Jacob, Liu Yifei, Lian/莲, Summer Jike, Mei, Andy On, Shing, Anoja Dias Bolt, Anika, Byron Lawson, Captain Peng, Fernando Chien, Wu, Jawed El Berni, The Moor Captain",Outcast, Released, English,25000000.0,5148503.0,US
Saga of Tanya the Evil: The Movie,02/08/2019 ,81.0,"Animation, Action, War, Fantasy","With its armies sweeping across the continent, the Empire seems unstoppable. After securing victory over the remnants of the Republic's army, the Empire's ultimate victory is finally within reach. However, dark clouds are gathering in the East. The communist-led Russy Federation is mustering troops on its western border, preparing to enter the war. Supported by a detachment of Allied volunteer magicians—among whom is Mary Sioux, the daughter of a soldier killed by Tanya—the Federation is determined to spread the communist creed and bring the Empire to its knees. Meanwhile, Tanya and her battalion return to the imperial capital from the southern front. Upon their arrival, they are tasked with investigating troop movements on the border with the Federation. Any escalation of violence at this point may lead to new conflicts, plunging the world into a global war. Will the Empire eventually emerge victorious from its struggle, or will it crumble in the face radically different ideologies?","Aoi Yuki, Tanya von Degurechaff (voice), Saori Hayami, Viktoriya Ivanovna Serebryakov (voice), Shin-ichiro Miki, Erich von Rerugen (voice), Tessyo Genda, Kurt von Rudersdorf (voice), Hochu Otsuka, Hans von Zettour (voice), Daiki Hamano, Johann Matteus Weiss (voice), Yusuke Kobayashi, Vooren Glanz (voice), Jun Kasama, Willibald Koenig (voice), Daichi Hayashi, Reiner Neumann (voice)", 劇場版 幼女戦記, Released, Japanese,111600000.0,746152414.8,JP
Kronk's New Groove,11/12/2005 ,64.0,"Animation, Comedy, Family","Kronk, now chef and Head Delivery Boy of Mudka's Meat Hut, is fretting over the upcoming visit of his father. Kronk's father always disapproved of young Kronk's culinary interests and wished that Kronk instead would settle down with a wife and a large house on a hill.","Patrick Warburton, Kronk (voice), Tracey Ullman, Ms. Birdwell (voice), Eartha Kitt, Yzma (voice), David Spade, Kuzco (voice), John Goodman, Pacha (voice), Wendie Malick, Chicha (voice), John Mahoney, Papi (voice), John Fiedler, Rudy (voice), Jeff Bennett, Additional Voices (voice)",Kronk's New Groove, Released, English,91940000.0,328581621.4,AU
El Camino: A Breaking Bad Movie,10/11/2019 ,69.0,"Crime, Drama, Thriller, Action","In the wake of his dramatic escape from captivity, Jesse Pinkman must come to terms with his past in order to forge some kind of future.","Aaron Paul, Jesse Pinkman, Jesse Plemons, Todd, Charles Baker, Skinny Pete, Matt Jones, Badger Mayhew, Scott MacArthur, Neil, Larry Hankin, Viejo Joe, Scott Shepherd, Casey, Tom Bower, Lou, Robert Forster, Ed",El Camino: A Breaking Bad Movie, Released, English,156000000.0,591713267.4,AU
Tokyo Revengers,07/09/2021 ,79.0,"Action, Drama",An unemployed man learns that his ex-girlfriend was murdered. He suddenly finds himself travelling through time to his middle school years and has chance to change the future and save the girl. He aims to rise to the top of the most brutal delinquent gang.,"Takumi Kitamura, Takemichi Hanagaki, Ryo Yoshizawa, Manjiro Sano / Mikey, Yuki Yamada, Ken Ryūgūji / Draken, Yosuke Sugino, Naoto Tachibana, Mio Imada, Hinata Tachibana, Hayato Isomura, Atsushi Sendo / Akkun, Nobuyuki Suzuki, Masataka Kiyomizu, Shotaro Mamiya, Tetta Kisaki, Hiroya Shimizu, Shuji Hanma", 東京リベンジャーズ, Released, Japanese,90860000.0,816347491.6,JP
Adultery Alumni Association 2,02/18/2019 ,77.0,"Drama, Romance","Hye Jin, Hee Kyung, and Han Hee who are among the high school alumni. They met at the alumni meeting and heard that the male alumni who did not have a chance to study during their school days were greatly successful as an investment company. And after seeing the settlement a few days later, I am happy to share my memories, but in fact, their purpose (?) Is separate. They are difficult to afford, and they want to get help from Zhengzhou. Since then, Zhengzhou has been enjoying the love of female alumni.","Lee Chae-dam, , Min Do-yoon, , Ahn So-hee, , Kim Soo-ji, , Kang Min-woo, ", 불륜 동창회 2, Released, Korean,80000000.0,381000857.6,KR
Fat Ass Zombies,02/18/2020 ,51.0,"Horror, Comedy","In a sleepy town, one man, a wannabe horror film director is about to have his life and the world he knows change forever. Finally, he gets the big break he has been waiting a lifetime for, but its not Hollywood knocking on his door.","Kayla Vosburg, Dani, Gregg Daniel, Carl, Kristen Renton, Tiffany, Sondra Currie, Ecky, Thomas Calabro, Mayor Sykes, Skyler Joy, Rollergirl, Amber McNutt, Mayor's Wife, Robert Johnson, Bubba J Sr, Stephen Archer, Ocean Spray",Fat Ass Zombies, Released, English,92800000.0,577173677.8,US
Tubero,10/21/2022 ,58.0,Drama,"A boring woman worries that her man would leave her, so she hires a plumber with ""extra service"". As she falls for him, she's torn between her boyfriend and her new found love.","Angela Morena, , Vince Rillon, , JC Tan, , Alona Navarro, , Jem Milton, , PJ Rosario, , Grey Garcia, , Roi Alonte, ",Tubero, Released, Tagalog,61498000.0,254671383.8,PH
The Golden Compass,12/12/2007 ,60.0,"Adventure, Fantasy","After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.","Nicole Kidman, Marisa Coulter, Daniel Craig, Lord Asriel, Dakota Blue Richards, Lyra Belacqua, Ben Walker, Roger Parslow, Freddie Highmore, Pantalaimon (voice), Ian McKellen, Iorek Byrnison (voice), Eva Green, Serafina Pekkala, Jim Carter, John Faa, Tom Courtenay, Farder Coram",The Golden Compass, Released, English,205000000.0,367262558.0,AU
Dual,04/15/2022 ,61.0,"Science Fiction, Comedy","A terminally ill woman opts for a cloning procedure to ease her loss on her friends and family. When she makes a miraculous recovery, her attempts to have her clone decommissioned fail and lead to a court-mandated duel to the death.","Karen Gillan, Sarah / Sarah's Double, Aaron Paul, Trent, Beulah Koale, Peter, Theo James, Robert Michaels, Elina Jackson, Official with Flags, Maija Paunio, Sarah's Mother, Rea Lest-Liik, Emergency Room Receptionist, Sanna-June Hyde, Doctor, Kris Gummerus, Tom",Dual, Released, English,4500000.0,82278152.4,US
The Wonderful Summer of Mickey Mouse,07/08/2022 ,63.0,"Animation, Comedy",Mickey Mouse and his friends each recall the wild events leading up to the Annual Summer Fireworks Spectacular from their point-of-view.,"Chris Diamantopoulos, Mickey Mouse (voice), Kaitlyn Robrock, Minnie Mouse (voice), Bill Farmer, Goofy (voice), Tony Anselmo, Donald Duck (voice), Tress MacNeille, Daisy Duck (voice), Corey Burton, Additional Voices (Voice), John Kassir, Additional Voices (voice), Paul Rudish, Additional Voices (voice), Fred Tatasciore, Additional Voices (voice)",The Wonderful Summer of Mickey Mouse, Released, English,83400000.0,191964060.4,AU
The Boy,01/22/2016 ,59.0,"Horror, Thriller, Mystery","An American nanny is shocked that her new English family's boy is actually a life-sized doll. After she violates a list of strict rules, disturbing events make her believe that the doll is really alive.","Lauren Cohan, Greta Evans, Rupert Evans, Malcolm, James Russell, Brahms Heelshire, Jim Norton, Mr. Heelshire, Diana Hardcastle, Mrs. Heelshire, Ben Robson, Cole, Jett Klyne, Young Brahms Heelshire, Lily Pater, Emily Cribbs, Stephanie Lemelin, Sandy (voice)",The Boy, Released, English,10000000.0,68220952.0,US
Girl in the Picture,07/06/2022 ,73.0,Documentary,"A young mother’s mysterious death and her son’s subsequent kidnapping blow open a decades-long mystery about the woman’s true identity, and the murderous federal fugitive at the center of it all.","Natalie De Vincentiis, Cheryl, Mark Chinnery, Joe Fitzpatrick, Sarah French, Heather, Dana Mackin, Sharon, Meg Schimelpfenig, Jenny, Robert Christopher Smith, Floyd",Girl in the Picture, Released, English,53600000.0,682429959.6,US
Bambi II,05/26/2006 ,65.0,"Animation, Drama, Family","Return to the forest and join Bambi as he reunites with his father, The Great Prince, who must now raise the young fawn on his own. But in the adventure of a lifetime, the proud parent discovers there is much he can learn from his spirited young son.","Alexander Gould, Bambi (voice), Patrick Stewart, The Great Prince (voice), Brendon Baerg, Thumper (voice), Nicky Jones, Flower (voice), Andrea Bowen, Faline (voice), Anthony Ghannam, Ronno (voice), Cree Summer, Mena (voice), Keith Ferguson, Friend Owl (voice), Makenna Cowgill, Thumper's Sister (voice)",Bambi II, Released, English,93180000.0,482465307.0,AU
Another Cinderella Story,04/29/2009 ,68.0,"Comedy, Music","A guy who danced with what could be the girl of his dreams at a costume ball only has one hint at her identity: the Zune she left behind as she rushed home in order to make her curfew. And with a once-in-a-lifetime opportunity in front of him, he sets out to find his masked beauty.","Selena Gomez, Mary Santiago, Drew Seeley, Joey Parker, Jane Lynch, Dominique Blatt, Katharine Isabelle, Bree, Emily Perkins, Britt, Jessica Parker Kennedy, Tami, Marcus T. Paulk, Dustin, Nicole LaPlaca, Natalia Faroush, Alex Zahara, British Director",Another Cinderella Story, Released, English,5000000.0,291698420.0,AU
The Day the Earth Stood Still,12/17/2008 ,56.0,"Drama, Science Fiction, Thriller","A representative of an alien race that went through drastic evolution to survive its own climate change, Klaatu comes to Earth to assess whether humanity can prevent the environmental damage they have inflicted on their own planet. When barred from speaking to the United Nations, he decides humankind shall be exterminated so the planet can survive.","Keanu Reeves, Klaatu, Jennifer Connelly, Helen Benson, Jaden Smith, Jacob Benson, Jon Hamm, Michael Granier, Kathy Bates, Regina Jackson, John Cleese, Professor Barnhardt, Kyle Chandler, John Driscoll, Robert Knepper, Colonel, Brandon T. Jackson, Target Tech",The Day the Earth Stood Still, Released, English,80000000.0,237370350.0,AU
The Day the Earth Stood Still,12/17/2008 ,56.0,"Drama, Science Fiction, Thriller","A representative of an alien race that went through drastic evolution to survive its own climate change, Klaatu comes to Earth to assess whether humanity can prevent the environmental damage they have inflicted on their own planet. When barred from speaking to the United Nations, he decides humankind shall be exterminated so the planet can survive.","Keanu Reeves, Klaatu, Jennifer Connelly, Helen Benson, Jaden Smith, Jacob Benson, Jon Hamm, Michael Granier, Kathy Bates, Regina Jackson, John Cleese, Professor Barnhardt, Kyle Chandler, John Driscoll, Robert Knepper, Colonel, Brandon T. Jackson, Target Tech",The Day the Earth Stood Still, Released, English,1200000.0,3700000.0,AU
Fantastic Mr. Fox,01/01/2010 ,78.0,"Adventure, Animation, Comedy, Family","The Fantastic Mr. Fox bored with his current life, plans a heist against the three local farmers. The farmers, tired of sharing their chickens with the sly fox, seek revenge against him and his family.","George Clooney, Mr. Fox (voice), Meryl Streep, Felicity Fox (voice), Jason Schwartzman, Ash Fox (voice), Bill Murray, Clive Badger (voice), Willem Dafoe, Rat (voice), Owen Wilson, Coach Skip (voice), Wallace Wolodarsky, Kylie (voice), Eric Chase Anderson, Kristofferson Silverfox (voice), Michael Gambon, Franklin Bean (voice)",Fantastic Mr. Fox, Released, English,40000000.0,46458811.0,AU
Bordello of Blood,08/16/1996 ,59.0,"Horror, Comedy","Private eye Rafe Guttman is hired by repressed, born-again Katherine to find her missing bad-boy brother. The trail leads him to a whorehouse run by a thousand-year-old vampire and secretly backed by Katherine's boss, televangelist Jimmy Current.","Dennis Miller, Rafe Guttman, Erika Eleniak, Katherine Verdoux, Angie Everhart, Lillith, Chris Sarandon, Reverend Current, Corey Feldman, Caleb Verdoux, William Sadler, Mummy, Aubrey Morris, McCutcheon, Phil Fondacaro, Vincent Prather, Kiara Hunter, Tamara",Bordello of Blood, Released, English,15000000.0,5600000.0,US
Virgin Territory,12/17/2007 ,45.0,"Adventure, Action, Comedy, Romance","The film is set in Tuscany during the Black Death. As in the Decameron, ten young Florentines take refuge from the plague. But instead of telling stories, they have lusty adventures, bawdy exchanges, romance and swordplay. There are randy nuns, Saracen pirates, and a sexy cow.","Hayden Christensen, Lorenzo, Mischa Barton, Pampinea, Kate Groombridge, Elissa, Rosalind Halstead, Filomena, Tim Roth, Gerbino, Matthew Rhys, Count Dzerzhinsky, Ryan Cartwright, Ghino, Christopher Egan, Dioneo, Anna Galiena, The Abbess",Virgin Territory, Released, English,38000000.0,5473041.0,US
Star Trek: The Motion Picture,12/21/1979 ,65.0,"Science Fiction, Adventure, Mystery","When a destructive space entity is spotted approaching Earth, Admiral Kirk resumes command of the Starship Enterprise in order to intercept, examine, and hopefully stop it.","William Shatner, Admiral James T. Kirk, Leonard Nimoy, Mr. Spock, DeForest Kelley, Dr. Leonard McCoy, Stephen Collins, Captain William Decker, Persis Khambatta, Lieutenant Ilia / The Probe, James Doohan, Montgomery Scott, George Takei, Lt. Cmdr. Hikaru Sulu, Walter Koenig, Lt. Pavel Chekov, Nichelle Nichols, Lt. Cmdr. Uhura",Star Trek: The Motion Picture, Released, English,35000000.0,139000000.0,AU
Dilwale Dulhania Le Jayenge,08/07/2007 ,86.0,"Comedy, Drama, Romance","Raj is a rich, carefree, happy-go-lucky second generation NRI. Simran is the daughter of Chaudhary Baldev Singh, who in spite of being an NRI is very strict about adherence to Indian values. Simran has left for India to be married to her childhood fiancé. Raj leaves for India with a mission at his hands, to claim his lady love under the noses of her whole family. Thus begins a saga.","Shah Rukh Khan, Raj Malhotra, Kajol, Simran Singh, Amrish Puri, Chaudhry Baldev Singh, Anupam Kher, Dharamvir Malhotra, Satish Shah, Ajit Singh, Farida Jalal, Lajwanti 'Lajjo' Singh, Achala Sachdev, Simran's Grandmother, Himani Shivpuri, Simran's Aunt, Pooja Ruparel, Rajeshwari / Chutki", दिलवाले दुल्हनिया ले जायेंगे, Released, Hindi,13200000.0,100000000.0,AU
Unforgiven,02/11/1993 ,79.0,Western,"William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.","Clint Eastwood, William Munny, Gene Hackman, 'Little' Bill Daggett, Morgan Freeman, Ned Logan, Jaimz Woolvett, The Schofield Kid, Richard Harris, English Bob, Anna Levine Thomson, Delilah Fitzgerald, Frances Fisher, Strawberry Alice, Saul Rubinek, W.W. Beauchamp, David Mucci, Quick Mike",Unforgiven, Released, English,14400000.0,159157447.0,AU
The Human Centipede 3 (Final Sequence),06/24/2015 ,37.0,Horror,"Taking inspiration from The Human Centipede films, the warden of a notorious and troubled prison looks to create a 500-person human centipede as a solution to his problems.","Dieter Laser, William ""Bill"" Boss, Bree Olson, Daisy, Eric Roberts, Governor Hughes, Laurence R. Harvey, Dwight Butler, Robert LaSardo, Inmate 297, Tom 'Tiny' Lister Jr., Inmate 178, Jay Tavare, Inmate 346, Clayton Rohner, Dr. Jones, Tom Six, Himself",The Human Centipede 3 (Final Sequence), Released, English,1470000.0,16184.0,AU
Showroom,11/11/2022 ,60.0,"Drama, Thriller","Liezl, an ambitious agent, learns that her colleague, Susanah, uses her body to sell condo units; so she imitates her scheme. When the tables turn, Liezl begins to face her punishments one by one.","Quinn Carrillo, , Rob Guinto, , Kit Thompson, , Emilio Garcia, , Mon Mendoza, , Massimo Scofield, , AJ Oteyza, , Aaron Concepcion, , Elmo Elarmo Jr., ",Showroom, Released, Tagalog,134200000.0,264583010.6,PH
Ghostbusters II,08/15/1989 ,65.0,"Comedy, Fantasy","Five years after they defeated Gozer, the Ghostbusters are out of business. When Dana begins to have ghost problems again, the boys come out of retirement to aid her and hopefully save New York City from a new paranormal threat.","Bill Murray, Dr. Peter Venkman, Dan Aykroyd, Dr. Raymond Stantz, Sigourney Weaver, Dana Barrett, Harold Ramis, Dr. Egon Spengler, Rick Moranis, Louis Tully, Ernie Hudson, Winston Zeddemore, Annie Potts, Janine Melnitz, Peter MacNicol, Dr. Janosz Poha, Harris Yulin, Judge Wexler",Ghostbusters II, Released, English,37000000.0,215394738.0,AU
